12/29/25	1/5/26	1/12/26	1/19/26	1/26/26	2/2/26	2/9/26	2/16/26	2/23/26	3/2/26	3/9/26	3/16/26	3/23/26	3/30/26	4/6/26	4/13/26	4/20/26	4/27/26	5/4/26	5/11/26	5/18/26	5/25/26	6/1/26	6/8/26	6/15/26	6/22/26
0	1	4	5	9	9	9	35	53	52	80	70	77	39	5	10	8	20	47	29	53	50	39	21	49	20
